TransactionID,CustomerID,BankID_Sent,BankID_Received,DateID,TransactionTypeID,FraudID,Amount,Status,PaymentMode
TXN003361,86,6,3,1052,2,1,14354.06,Success,QR Code
TXN003362,105,14,8,268,2,1,33768.79,Success,Phone Number
TXN003363,62,12,11,1856,1,1,64926.24,Success,UPI ID
TXN003364,68,4,10,626,2,2,59484.05,Success,QR Code
TXN003365,14,3,15,488,2,1,9003.8,Success,Phone Number
TXN003366,130,15,19,121,2,1,59098.35,Success,UPI ID
TXN003367,109,18,1,1945,1,1,16441.58,Success,UPI ID
TXN003368,129,7,4,597,2,1,53808.54,Success,QR Code
TXN003369,84,20,2,805,2,1,28132.38,Success,Phone Number
TXN003370,24,8,19,1448,1,1,22879.27,Success,Phone Number
TXN003371,134,3,15,987,2,1,13245.53,Success,Phone Number
TXN003372,115,18,16,163,2,1,28395.95,Success,Phone Number
TXN003373,17,20,9,175,2,1,40057.92,Success,Phone Number
TXN003374,148,16,15,1298,1,1,49701.74,Success,UPI ID
TXN003375,106,11,5,2001,2,1,14616.35,Success,QR Code
TXN003376,79,17,14,837,2,1,30756.88,Success,QR Code
TXN003377,91,17,16,1077,2,1,15124.21,Success,QR Code
TXN003378,6,14,2,4,2,1,3243.49,Success,UPI ID
TXN003379,24,20,2,970,2,1,72654.51,Success,UPI ID
TXN003380,51,19,8,1443,2,1,40469.35,Success,Phone Number
TXN003381,93,8,20,1354,2,2,7170.34,Success,QR Code
TXN003382,64,2,18,802,2,1,6759.89,Failed,QR Code
TXN003383,120,3,4,765,2,1,32357.45,Success,UPI ID
TXN003384,128,8,10,1233,2,1,68324.69,Success,QR Code
TXN003385,73,18,1,1894,1,1,27116.26,Success,Phone Number
TXN003386,10,14,10,674,1,1,2662.87,Success,QR Code
TXN003387,20,9,17,2047,1,1,46636.58,Success,QR Code
TXN003388,80,12,9,794,2,1,58552.2,Success,QR Code
TXN003389,110,12,11,899,2,1,8179.03,Success,QR Code
TXN003390,132,1,6,1294,2,3,15773.35,Success,UPI ID
TXN003391,89,1,20,617,1,1,7222.27,Success,QR Code
TXN003392,36,8,19,723,2,1,7677.93,Success,UPI ID
TXN003393,72,1,12,2088,1,3,35212.63,Success,UPI ID
TXN003394,124,2,13,442,2,1,32937.26,Success,Phone Number
TXN003395,125,13,19,934,2,1,4419.47,Success,QR Code
TXN003396,130,6,3,607,1,1,44735.61,Success,Phone Number
TXN003397,94,16,14,1387,2,4,6995.84,Success,QR Code
TXN003398,137,12,9,860,2,1,8583.99,Success,QR Code
TXN003399,118,13,18,1454,1,1,5826.95,Success,UPI ID
TXN003400,148,6,16,19,2,1,12425.42,Success,QR Code
TXN003401,144,9,16,748,1,1,44970.77,Success,QR Code
TXN003402,27,20,10,1486,2,2,35317.3,Success,UPI ID
TXN003403,82,16,3,2057,2,1,18899.92,Success,QR Code
TXN003404,110,8,2,2122,2,2,14549.57,Success,UPI ID
TXN003405,6,20,18,1855,2,1,38567.3,Success,UPI ID
TXN003406,48,3,7,1819,2,1,74301.93,Success,QR Code
TXN003407,95,17,17,388,2,4,1797.38,Success,QR Code
TXN003408,88,12,2,561,2,1,2631.38,Success,Phone Number
TXN003409,149,15,18,707,2,1,31303.75,Success,QR Code
TXN003410,120,1,2,17,2,1,49459.62,Success,QR Code
TXN003411,25,5,3,911,2,1,58632.21,Success,QR Code
TXN003412,101,4,19,2045,1,1,68542.68,Success,UPI ID
TXN003413,107,4,18,246,1,1,27969.79,Success,QR Code
TXN003414,81,16,6,1636,2,2,13249.93,Success,QR Code
TXN003415,109,12,10,1374,1,3,14920.9,Success,QR Code
TXN003416,81,11,17,1485,2,1,46324.22,Success,QR Code
TXN003417,147,19,15,369,2,3,9837.21,Success,QR Code
TXN003418,6,17,9,217,2,1,17318.03,Success,UPI ID
TXN003419,72,20,8,925,1,1,58919.77,Success,Phone Number
TXN003420,47,20,17,493,2,1,37196.26,Success,QR Code
TXN003421,99,6,3,1166,2,1,55506.32,Failed,QR Code
TXN003422,14,9,5,2008,2,1,37944.79,Success,UPI ID
TXN003423,120,17,14,1320,2,1,18893.68,Success,Phone Number
TXN003424,81,15,11,1146,2,4,9263.15,Failed,UPI ID
TXN003425,132,14,5,1996,2,1,37598.75,Success,Phone Number
TXN003426,81,5,19,1165,2,1,25971.92,Success,QR Code
TXN003427,9,9,9,370,2,1,46026.86,Success,QR Code
TXN003428,88,13,12,1562,2,1,16396.14,Success,Phone Number
TXN003429,57,14,13,1178,2,1,10128.97,Success,QR Code
TXN003430,85,20,7,711,1,1,67638.4,Success,UPI ID
TXN003431,149,11,13,598,2,1,73350.69,Success,QR Code
TXN003432,42,20,7,1218,2,1,4545.76,Success,QR Code
TXN003433,147,8,7,1249,2,1,16574.97,Success,UPI ID
TXN003434,20,4,18,12,2,1,58816.53,Success,Phone Number
TXN003435,71,7,10,586,2,1,59244.87,Success,QR Code
TXN003436,10,6,1,293,2,1,34951.19,Success,QR Code
TXN003437,79,1,13,1172,1,1,54112.22,Success,Phone Number
TXN003438,90,4,5,562,2,2,27549.4,Success,QR Code
TXN003439,32,6,20,958,2,1,1313.73,Success,UPI ID
TXN003440,148,3,3,1214,1,1,23405.28,Success,Phone Number
TXN003441,115,4,19,2023,2,1,54912.77,Success,QR Code
TXN003442,74,9,9,2141,2,2,17574.04,Success,Phone Number
TXN003443,68,12,12,302,1,1,31831.62,Success,QR Code
TXN003444,66,13,1,582,2,4,71289.11,Success,UPI ID
TXN003445,140,5,18,931,2,1,48279.45,Success,UPI ID
TXN003446,45,8,4,1636,1,1,50389.13,Success,QR Code
TXN003447,54,3,13,2068,2,1,38938.49,Success,QR Code
TXN003448,52,20,7,82,2,1,35283.58,Success,QR Code
TXN003449,121,16,12,126,2,1,54158.1,Success,Phone Number
TXN003450,62,14,14,417,1,1,19771.68,Success,UPI ID
TXN003451,125,2,9,1739,2,4,23821.8,Failed,Phone Number
TXN003452,114,10,9,921,1,1,8301.43,Success,Phone Number
TXN003453,111,10,20,88,2,1,3913.45,Success,UPI ID
TXN003454,25,4,15,72,2,1,35402.71,Success,Phone Number
TXN003455,41,8,6,1292,1,1,1817.6,Success,UPI ID
TXN003456,99,9,13,135,2,1,64770.69,Success,QR Code
TXN003457,136,11,4,1980,2,4,47242.61,Success,Phone Number
TXN003458,93,17,6,497,1,1,56723.59,Failed,QR Code
TXN003459,66,17,18,1862,2,2,42305.61,Success,UPI ID
TXN003460,141,10,1,147,1,1,65808.58,Success,UPI ID
TXN003461,97,16,16,1936,2,4,46859.56,Success,QR Code
TXN003462,130,19,11,289,2,1,49341.11,Success,UPI ID
TXN003463,73,19,10,392,1,3,47913.49,Success,QR Code
TXN003464,95,2,11,1122,1,2,18839.25,Success,QR Code
TXN003465,8,19,6,944,2,1,69077.81,Success,UPI ID
TXN003466,143,3,16,1426,2,1,42078.84,Failed,UPI ID
TXN003467,41,13,17,152,2,1,70176.88,Success,QR Code
TXN003468,51,19,5,25,2,1,54526.82,Success,QR Code
TXN003469,120,15,17,307,2,1,37308.53,Success,QR Code
TXN003470,58,15,7,1746,1,1,60984.13,Success,Phone Number
TXN003471,29,9,14,702,2,1,6128.29,Success,UPI ID
TXN003472,86,14,3,1345,1,4,7281.81,Success,QR Code
TXN003473,83,9,4,731,2,1,40988.79,Success,QR Code
TXN003474,81,15,11,1208,2,1,46791.73,Success,QR Code
TXN003475,131,19,3,757,2,1,38341.68,Success,UPI ID
TXN003476,61,10,14,1640,2,1,64895.05,Success,Phone Number
TXN003477,59,16,18,1853,1,1,28758.86,Success,Phone Number
TXN003478,76,9,2,893,2,1,49054.76,Success,QR Code
TXN003479,8,16,8,1840,2,3,26644.4,Success,UPI ID
TXN003480,82,15,8,1653,2,4,17870.0,Success,QR Code
TXN003481,122,9,1,980,2,1,40173.92,Success,QR Code
TXN003482,103,6,8,286,1,1,16121.53,Success,UPI ID
TXN003483,58,19,7,1495,2,1,724.21,Success,QR Code
TXN003484,76,19,14,638,2,1,23336.61,Success,QR Code
TXN003485,45,9,11,1937,2,1,64652.43,Success,QR Code
TXN003486,37,4,13,638,2,2,6739.39,Failed,UPI ID
TXN003487,105,18,11,1667,2,1,23319.51,Success,UPI ID
TXN003488,23,3,11,1975,2,3,51053.1,Success,QR Code
TXN003489,51,16,19,566,1,1,69064.44,Success,QR Code
TXN003490,136,15,9,442,2,1,51253.45,Success,Phone Number
TXN003491,138,5,1,2164,1,2,35409.53,Success,QR Code
TXN003492,115,14,12,1911,2,4,62306.34,Success,QR Code
TXN003493,5,10,20,1785,2,1,31044.15,Success,QR Code
TXN003494,21,17,5,949,2,4,67306.9,Failed,QR Code
TXN003495,41,18,5,1466,1,1,74523.32,Success,QR Code
TXN003496,100,9,10,1042,2,1,4137.28,Success,QR Code
TXN003497,145,5,2,925,2,1,40044.36,Success,UPI ID
TXN003498,85,1,11,487,2,1,43887.19,Success,Phone Number
TXN003499,1,8,7,2019,2,1,71171.85,Success,UPI ID
TXN003500,88,11,20,2172,2,1,35692.4,Success,QR Code
TXN003501,78,3,16,1899,2,1,1019.1,Success,UPI ID
TXN003502,71,20,18,1177,2,1,66721.53,Success,QR Code
TXN003503,134,11,7,1849,2,1,53820.07,Success,QR Code
TXN003504,83,19,19,2147,2,1,39322.7,Success,QR Code
TXN003505,47,6,15,1514,2,1,21628.52,Failed,Phone Number
TXN003506,112,7,11,1688,2,1,73505.81,Success,QR Code
TXN003507,54,6,18,588,1,1,38993.65,Success,UPI ID
TXN003508,74,20,8,316,1,1,31058.81,Success,Phone Number
TXN003509,87,16,4,337,2,1,63703.61,Success,UPI ID
TXN003510,38,17,1,1453,2,3,3739.45,Success,UPI ID
TXN003511,36,19,6,571,2,2,70212.0,Success,QR Code
TXN003512,78,13,18,1063,2,1,67169.33,Failed,QR Code
TXN003513,109,7,2,1019,2,1,61660.47,Success,Phone Number
TXN003514,137,14,14,1917,1,1,22056.83,Success,QR Code
TXN003515,123,2,18,1262,1,1,55905.9,Success,QR Code
TXN003516,44,11,11,593,2,1,5717.84,Success,Phone Number
TXN003517,26,16,6,541,2,1,57996.04,Success,UPI ID
TXN003518,146,8,4,1194,2,1,43485.16,Success,QR Code
TXN003519,32,2,7,1069,2,1,27508.88,Success,QR Code
TXN003520,111,3,4,103,2,1,21525.8,Success,UPI ID
TXN003521,32,7,9,68,1,1,31044.72,Success,Phone Number
TXN003522,139,7,19,1830,2,3,18077.98,Success,QR Code
TXN003523,127,7,3,1298,2,4,10578.29,Success,UPI ID
TXN003524,29,10,16,45,1,3,69790.32,Success,QR Code
TXN003525,144,4,16,37,2,1,9815.05,Success,QR Code
TXN003526,4,2,1,1929,2,1,11883.99,Success,UPI ID
TXN003527,65,4,7,101,2,1,32574.63,Success,QR Code
TXN003528,141,11,7,1535,2,1,57814.84,Success,QR Code
TXN003529,105,2,2,802,2,2,22425.73,Success,QR Code
TXN003530,87,15,7,1167,2,1,40553.49,Success,QR Code
TXN003531,76,18,8,461,2,1,62649.76,Success,UPI ID
TXN003532,7,14,10,813,1,2,70481.6,Success,UPI ID
TXN003533,89,17,15,1811,2,1,22283.61,Success,UPI ID
TXN003534,84,9,6,2169,2,1,34179.51,Success,UPI ID
TXN003535,119,1,20,1996,1,1,36698.9,Success,Phone Number
TXN003536,8,9,9,1935,2,1,44636.78,Success,QR Code
TXN003537,37,14,18,1380,1,1,47341.55,Success,Phone Number
TXN003538,36,6,14,247,2,1,41042.7,Success,QR Code
TXN003539,99,16,10,813,2,4,8668.28,Success,Phone Number
TXN003540,63,17,3,2010,2,1,55715.5,Success,Phone Number
TXN003541,102,7,1,1972,1,1,21429.74,Success,Phone Number
TXN003542,10,1,2,2143,2,1,52226.2,Success,UPI ID
TXN003543,23,20,13,1695,2,1,19735.41,Success,Phone Number
TXN003544,59,7,20,1680,1,2,32940.09,Success,QR Code
TXN003545,58,16,3,2152,2,1,22489.74,Success,Phone Number
TXN003546,37,9,17,399,2,1,61415.14,Success,QR Code
TXN003547,12,11,7,1467,2,1,68090.71,Success,QR Code
TXN003548,70,14,10,1496,1,1,70668.01,Success,Phone Number
TXN003549,138,12,5,729,1,2,22982.47,Success,QR Code
TXN003550,89,3,10,1541,2,4,1647.26,Success,UPI ID
TXN003551,11,7,17,703,2,1,72188.45,Success,QR Code
TXN003552,87,17,14,1497,1,1,51111.11,Success,UPI ID
TXN003553,110,1,9,835,2,2,59423.31,Success,QR Code
TXN003554,88,20,3,1441,2,1,21231.65,Success,UPI ID
TXN003555,17,17,20,2017,2,1,15342.87,Success,Phone Number
TXN003556,113,2,9,186,2,1,2249.52,Success,QR Code
TXN003557,27,20,14,643,2,1,26915.65,Failed,QR Code
TXN003558,126,16,12,921,2,1,18775.17,Failed,Phone Number
TXN003559,141,19,14,943,2,3,21812.12,Failed,QR Code
TXN003560,3,19,9,1239,2,1,45664.84,Success,UPI ID
TXN003561,150,6,20,317,2,1,71899.44,Success,UPI ID
TXN003562,116,10,9,1259,2,2,63044.73,Success,QR Code
TXN003563,129,11,8,1863,2,1,9621.81,Success,QR Code
TXN003564,4,3,6,1389,2,1,39663.53,Success,QR Code
TXN003565,134,12,15,646,1,1,35518.32,Failed,QR Code
TXN003566,20,11,20,46,1,1,53940.0,Success,UPI ID
TXN003567,38,2,11,1496,2,1,53044.19,Success,UPI ID
TXN003568,59,10,12,1562,2,1,29063.89,Failed,QR Code
TXN003569,68,12,3,1287,2,1,52106.22,Failed,UPI ID
TXN003570,95,3,14,1756,2,4,18333.74,Success,QR Code
TXN003571,83,15,16,2124,2,1,61790.48,Success,QR Code
TXN003572,60,12,4,431,1,1,40139.5,Success,QR Code
TXN003573,88,18,14,1575,2,1,38479.5,Success,QR Code
TXN003574,50,18,12,580,2,1,19102.97,Success,QR Code
TXN003575,99,12,7,2160,2,1,52300.22,Success,UPI ID
TXN003576,128,13,11,1716,2,1,40710.24,Success,QR Code
TXN003577,89,11,17,1311,2,1,20204.51,Success,QR Code
TXN003578,110,16,7,1769,2,3,52797.09,Success,QR Code
TXN003579,1,6,1,1500,2,1,74897.11,Success,QR Code
TXN003580,131,14,12,1348,2,1,68888.21,Success,UPI ID
TXN003581,92,12,8,2041,2,1,55593.3,Success,QR Code
TXN003582,103,4,2,654,1,1,72425.51,Success,UPI ID
TXN003583,19,20,1,1197,2,1,57161.3,Success,Phone Number
TXN003584,138,3,19,1073,2,1,56301.85,Success,UPI ID
TXN003585,82,5,6,1138,2,1,33213.95,Success,Phone Number
TXN003586,34,14,18,929,2,1,33864.57,Success,QR Code
TXN003587,63,5,4,244,1,1,59669.4,Success,QR Code
TXN003588,56,2,6,1702,2,1,69503.17,Success,QR Code
TXN003589,13,2,18,1695,2,1,56267.63,Failed,UPI ID
TXN003590,144,4,6,1872,2,4,69007.08,Success,QR Code
TXN003591,75,1,11,103,2,1,42239.17,Success,Phone Number
TXN003592,86,17,6,464,1,3,32732.28,Success,QR Code
TXN003593,57,6,19,451,2,1,62911.81,Success,QR Code
TXN003594,133,2,20,128,1,1,38120.17,Success,Phone Number
TXN003595,48,19,13,112,2,2,50665.37,Success,UPI ID
TXN003596,150,8,12,1999,2,1,10045.07,Success,UPI ID
TXN003597,15,6,10,693,1,2,17804.17,Failed,QR Code
TXN003598,148,4,7,1059,2,1,16167.8,Success,UPI ID
TXN003599,7,16,5,1880,1,1,72553.76,Success,QR Code
TXN003600,8,1,6,1453,2,1,65841.48,Success,UPI ID
TXN003601,52,7,12,635,2,1,25412.26,Failed,QR Code
TXN003602,63,14,16,71,1,1,14457.9,Success,QR Code
TXN003603,89,12,7,1392,1,1,40956.59,Success,QR Code
TXN003604,84,18,4,1543,2,1,1334.34,Success,QR Code
TXN003605,41,17,4,2141,2,1,43319.62,Success,QR Code
TXN003606,48,8,19,1402,2,1,13807.15,Success,QR Code
TXN003607,141,8,15,386,2,1,25195.97,Success,QR Code
TXN003608,117,15,2,1591,2,1,19788.4,Success,QR Code
TXN003609,123,7,9,1510,2,3,19083.15,Success,Phone Number
TXN003610,96,12,11,706,2,1,54923.18,Success,UPI ID
TXN003611,32,1,18,1497,2,1,60695.02,Success,QR Code
TXN003612,106,7,6,158,2,1,52968.01,Success,UPI ID
TXN003613,133,12,7,503,2,1,45577.45,Success,UPI ID
TXN003614,44,14,17,829,2,1,74769.32,Success,QR Code
TXN003615,107,9,12,1214,2,1,2253.85,Success,QR Code
TXN003616,101,16,10,1420,2,3,12579.27,Failed,UPI ID
TXN003617,93,19,16,1107,2,1,57709.22,Success,QR Code
TXN003618,63,9,3,1408,2,2,9395.96,Success,QR Code
TXN003619,107,7,1,1752,2,1,45956.64,Failed,QR Code
TXN003620,37,20,3,1431,2,1,38188.31,Success,QR Code
TXN003621,110,8,16,1203,2,1,37288.38,Success,Phone Number
TXN003622,144,14,1,423,2,1,29237.35,Success,QR Code
TXN003623,115,19,15,586,1,2,18479.07,Success,QR Code
TXN003624,99,6,3,917,2,1,61157.7,Success,QR Code
TXN003625,135,15,20,357,2,4,2119.33,Success,QR Code
TXN003626,35,6,1,1687,2,1,56477.05,Success,QR Code
TXN003627,65,5,16,1480,1,2,66568.71,Success,QR Code
TXN003628,103,5,1,234,2,1,23640.85,Success,QR Code
TXN003629,121,12,13,1047,2,3,17988.97,Success,Phone Number
TXN003630,30,11,9,1985,2,1,31860.09,Failed,Phone Number
TXN003631,46,6,5,505,2,1,73473.81,Success,Phone Number
TXN003632,86,2,8,1694,1,1,69561.52,Success,UPI ID
TXN003633,135,7,16,1193,1,3,17949.56,Success,UPI ID
TXN003634,111,3,14,1659,2,1,48640.44,Success,QR Code
TXN003635,20,15,4,1083,2,1,4940.02,Success,QR Code
TXN003636,147,1,1,113,2,1,59251.68,Failed,QR Code
TXN003637,107,9,11,1729,2,3,30927.79,Success,QR Code
TXN003638,70,4,7,384,2,1,20347.06,Success,UPI ID
TXN003639,136,17,18,963,2,1,13572.4,Failed,QR Code
TXN003640,79,8,9,1353,1,1,73738.18,Success,QR Code
TXN003641,71,10,6,132,2,1,71853.84,Success,UPI ID
TXN003642,50,9,4,824,1,1,12263.62,Success,UPI ID
TXN003643,145,13,8,326,2,1,7730.84,Success,UPI ID
TXN003644,83,4,10,1777,1,1,34811.23,Failed,Phone Number
TXN003645,126,20,12,329,2,1,60593.69,Success,Phone Number
TXN003646,75,20,9,388,2,1,68893.93,Success,QR Code
TXN003647,84,17,7,2058,2,1,14317.04,Success,UPI ID
TXN003648,28,19,9,891,2,1,11611.7,Success,Phone Number
TXN003649,108,15,19,1419,2,1,52292.29,Success,QR Code
TXN003650,107,5,10,1512,1,1,27809.81,Success,QR Code
TXN003651,147,10,6,775,1,3,23094.5,Success,Phone Number
TXN003652,66,15,6,977,2,1,15971.26,Failed,UPI ID
TXN003653,145,12,13,1057,2,2,28118.07,Success,QR Code
TXN003654,26,7,6,847,2,2,34742.2,Success,QR Code
TXN003655,11,19,11,2058,2,1,3781.99,Success,Phone Number
TXN003656,100,6,13,1301,2,4,49349.68,Success,QR Code
TXN003657,37,20,4,1808,1,1,41236.55,Success,UPI ID
TXN003658,14,9,12,1351,2,1,9723.31,Success,QR Code
TXN003659,6,17,20,1839,1,3,43429.25,Success,QR Code
TXN003660,143,13,16,2080,2,1,25782.77,Success,UPI ID
TXN003661,79,16,14,1843,1,1,26835.82,Success,QR Code
TXN003662,26,8,8,1032,2,4,61348.29,Success,QR Code
TXN003663,101,16,17,332,1,1,2860.34,Success,Phone Number
TXN003664,145,16,9,1053,2,1,71468.97,Success,QR Code
TXN003665,126,2,5,510,2,2,27967.72,Success,QR Code
TXN003666,60,16,6,182,2,1,39603.93,Failed,QR Code
TXN003667,116,6,16,1041,2,1,18085.2,Failed,Phone Number
TXN003668,82,12,2,412,1,1,3524.66,Success,Phone Number
TXN003669,50,1,14,885,1,1,63617.66,Success,QR Code
TXN003670,105,6,5,1620,2,1,27110.11,Success,Phone Number
TXN003671,62,15,5,1616,2,1,10673.83,Success,QR Code
TXN003672,5,17,5,665,2,1,36483.01,Success,UPI ID
TXN003673,109,2,14,1634,2,1,12857.14,Success,QR Code
TXN003674,133,15,5,2128,2,2,40040.96,Success,UPI ID
TXN003675,65,7,15,1841,2,1,14263.07,Success,UPI ID
TXN003676,118,12,9,1660,2,2,43246.58,Success,Phone Number
TXN003677,32,7,12,2004,2,1,39282.64,Success,QR Code
TXN003678,123,10,3,175,2,2,22029.02,Success,QR Code
TXN003679,91,8,16,794,2,1,43874.0,Success,UPI ID
TXN003680,19,12,6,486,1,1,43295.62,Success,UPI ID
TXN003681,135,15,8,1023,1,1,41470.94,Success,QR Code
TXN003682,11,11,3,1442,2,1,14984.87,Success,Phone Number
TXN003683,113,12,20,1873,2,2,34961.75,Success,UPI ID
TXN003684,128,16,18,755,2,1,57165.51,Failed,UPI ID
TXN003685,147,18,12,355,1,1,7469.04,Failed,QR Code
TXN003686,64,14,17,863,2,1,12961.19,Success,UPI ID
TXN003687,121,6,6,932,2,1,48493.22,Success,QR Code
TXN003688,78,2,9,1532,2,2,47667.58,Success,QR Code
TXN003689,39,11,20,675,2,1,65689.09,Success,QR Code
TXN003690,137,3,8,378,1,1,37249.85,Success,QR Code
TXN003691,45,13,12,1477,1,1,25291.44,Success,QR Code
TXN003692,78,6,2,1550,1,3,63444.79,Success,QR Code
TXN003693,105,19,5,1505,2,1,32527.68,Success,QR Code
TXN003694,55,20,3,716,2,1,22246.39,Success,Phone Number
TXN003695,45,3,12,1342,2,1,29115.76,Success,UPI ID
TXN003696,18,6,1,1918,1,1,40474.2,Success,QR Code
TXN003697,141,1,15,1730,2,4,15067.77,Success,Phone Number
TXN003698,63,10,1,66,2,1,53352.36,Success,Phone Number
TXN003699,77,18,10,2076,1,1,22507.34,Success,QR Code
TXN003700,87,19,20,1790,2,1,48931.82,Success,UPI ID
TXN003701,12,9,5,38,2,1,19747.62,Success,QR Code
TXN003702,93,11,10,950,1,1,16018.35,Success,QR Code
TXN003703,132,9,14,2116,2,2,40891.36,Success,QR Code
TXN003704,119,14,13,25,1,1,38102.12,Failed,UPI ID
TXN003705,69,17,20,1027,2,1,69332.23,Failed,UPI ID
TXN003706,8,7,1,2,2,1,21153.4,Success,QR Code
TXN003707,149,9,4,891,2,1,35614.21,Success,Phone Number
TXN003708,109,17,18,474,2,1,64356.36,Success,Phone Number
TXN003709,60,18,1,1000,2,1,32058.31,Success,UPI ID
TXN003710,58,9,6,2128,2,1,31147.09,Success,UPI ID
TXN003711,87,8,18,1842,1,1,18147.97,Success,Phone Number
TXN003712,22,13,5,1784,2,1,52230.2,Success,QR Code
TXN003713,25,17,7,2063,2,2,24551.91,Success,Phone Number
TXN003714,82,20,6,1685,2,3,24085.71,Success,Phone Number
TXN003715,69,16,2,1401,2,1,59809.86,Success,QR Code
TXN003716,24,8,10,659,2,1,73833.71,Failed,QR Code
TXN003717,91,13,8,291,1,1,25411.81,Success,QR Code
TXN003718,106,14,18,1640,1,1,10918.9,Success,QR Code
TXN003719,23,4,12,1315,1,1,37084.16,Success,QR Code
TXN003720,58,18,7,179,1,1,45844.52,Success,QR Code
TXN003721,73,10,1,181,2,1,37292.52,Success,QR Code
TXN003722,143,14,19,1107,2,1,45274.23,Success,Phone Number
TXN003723,149,14,4,1917,1,1,29301.96,Success,QR Code
TXN003724,133,14,15,440,2,1,28217.75,Success,UPI ID
TXN003725,138,1,17,1483,2,4,40901.21,Success,Phone Number
TXN003726,100,15,13,1821,2,1,63326.61,Success,Phone Number
TXN003727,27,3,12,360,2,1,20038.86,Success,UPI ID
TXN003728,24,15,20,165,2,1,66835.34,Success,UPI ID
TXN003729,93,10,3,840,1,1,73319.9,Success,QR Code
TXN003730,103,10,14,567,2,2,26500.97,Success,QR Code
TXN003731,76,18,4,690,2,1,3989.95,Failed,QR Code
TXN003732,92,17,12,1169,2,4,7506.86,Success,UPI ID
TXN003733,99,8,20,1693,2,3,70415.52,Success,UPI ID
TXN003734,49,15,3,1294,1,1,60686.91,Success,QR Code
TXN003735,108,2,6,616,2,1,24172.87,Success,QR Code
TXN003736,76,6,5,2021,2,2,48809.16,Success,Phone Number
TXN003737,65,19,3,1789,2,1,44652.3,Success,QR Code
TXN003738,39,6,15,644,2,4,74253.96,Success,QR Code
TXN003739,47,7,17,339,2,1,27508.69,Success,QR Code
TXN003740,23,1,4,2074,2,1,62642.17,Success,Phone Number
TXN003741,138,19,6,1333,2,1,70755.21,Success,QR Code
TXN003742,97,20,2,1446,2,1,26496.86,Success,QR Code
TXN003743,139,6,11,1561,1,1,36274.02,Success,QR Code
TXN003744,63,12,16,2048,2,1,32877.79,Success,QR Code
TXN003745,40,6,3,1172,2,1,41513.2,Success,UPI ID
TXN003746,72,4,8,1653,1,3,6898.15,Success,QR Code
TXN003747,150,4,12,764,2,1,71760.68,Success,UPI ID
TXN003748,44,20,1,802,2,1,32397.19,Success,QR Code
TXN003749,143,14,6,755,1,1,37935.46,Success,QR Code
TXN003750,6,2,16,626,1,2,30066.03,Success,QR Code
TXN003751,39,11,10,2052,2,1,1801.85,Success,QR Code
TXN003752,116,2,16,997,1,1,9526.02,Success,QR Code
TXN003753,75,1,11,539,1,1,56023.03,Success,QR Code
TXN003754,77,4,11,1478,2,1,10197.06,Success,QR Code
TXN003755,81,14,1,2014,2,1,62046.68,Success,QR Code
TXN003756,86,20,13,768,2,2,63148.01,Success,Phone Number
TXN003757,133,7,6,439,2,1,37366.15,Success,UPI ID
TXN003758,99,2,9,499,1,1,22232.56,Success,Phone Number
TXN003759,129,12,14,508,2,1,50798.51,Success,QR Code
TXN003760,37,9,19,1068,1,1,29018.39,Success,UPI ID
TXN003761,68,14,9,853,2,1,32059.8,Success,QR Code
TXN003762,136,10,8,254,2,1,39289.77,Success,QR Code
TXN003763,80,18,17,1138,2,1,52316.78,Success,Phone Number
TXN003764,58,17,8,2104,2,2,61779.12,Success,Phone Number
TXN003765,115,19,3,1264,2,1,74103.67,Success,QR Code
TXN003766,105,2,18,409,2,1,44737.85,Failed,Phone Number
TXN003767,54,10,2,811,2,2,72959.38,Success,UPI ID
TXN003768,56,7,14,1765,2,1,69739.68,Success,Phone Number
TXN003769,83,11,20,2059,2,1,50237.94,Success,Phone Number
TXN003770,15,20,16,2036,2,1,16045.88,Success,Phone Number
TXN003771,49,17,19,343,2,1,71377.09,Success,QR Code
TXN003772,81,3,17,371,1,1,10014.43,Success,UPI ID
TXN003773,70,6,2,1619,1,1,54362.32,Success,QR Code
TXN003774,95,7,11,829,2,1,1713.94,Success,Phone Number
TXN003775,47,16,4,262,2,1,4061.46,Success,QR Code
TXN003776,141,12,9,1481,2,1,26374.37,Success,UPI ID
TXN003777,35,6,6,646,1,1,41789.69,Success,UPI ID
TXN003778,54,15,20,233,2,1,45004.58,Success,QR Code
TXN003779,148,6,9,983,2,1,67364.45,Failed,UPI ID
TXN003780,57,5,19,498,2,1,38127.56,Success,QR Code
TXN003781,72,14,9,1529,2,1,31839.74,Success,Phone Number
TXN003782,134,1,16,1054,1,1,27773.41,Success,QR Code
TXN003783,88,9,20,2184,1,1,26299.43,Success,QR Code
TXN003784,42,8,9,316,2,1,48969.25,Success,QR Code
TXN003785,107,9,6,1928,2,1,25226.23,Success,QR Code
TXN003786,76,7,17,463,2,1,38259.68,Success,QR Code
TXN003787,135,2,7,2053,2,3,56346.41,Success,UPI ID
TXN003788,36,20,3,630,2,1,26807.26,Success,QR Code
TXN003789,11,19,18,56,1,1,48486.22,Success,QR Code
TXN003790,115,2,5,745,1,1,1219.87,Success,Phone Number
TXN003791,48,9,20,1276,1,1,50143.44,Success,Phone Number
TXN003792,105,16,8,827,1,1,16057.32,Success,UPI ID
TXN003793,6,11,8,866,2,1,8620.86,Success,Phone Number
TXN003794,81,9,20,367,2,1,19751.9,Failed,QR Code
